dt,x,y,position,velocity,acceleration,jerk,heading
0.005000,85.000000,0.000000,0.000093,0.037106,7.421297,1484.259483,3.141593
0.005000,84.999986,0.000000,0.000464,0.111319,14.842595,1484.259483,3.141593
0.005000,84.999151,0.000000,0.001299,0.222639,22.263892,1484.259483,3.141593
0.005000,84.997667,0.000000,0.002783,0.371065,29.685190,1484.259483,3.141593
0.005000,84.995348,0.000000,0.005102,0.556597,37.106487,1484.259483,3.141593
0.005000,84.992008,0.000000,0.008442,0.779236,44.527784,1484.259483,3.141593
0.005000,84.987463,0.000000,0.012987,1.038982,51.949082,1484.259483,3.141593
0.005000,84.981526,0.000000,0.018924,1.335834,59.370379,1484.259483,3.141593
0.005000,84.974012,0.000000,0.026438,1.669792,66.791677,1484.259483,3.141593
0.005000,84.964828,0.000000,0.035622,2.003750,66.791677,0.000000,3.141593
0.005000,84.953974,0.000000,0.046476,2.337709,66.791677,-0.000000,3.141593
0.005000,84.941451,0.000000,0.058999,2.671667,66.791677,0.000000,3.141593
0.005000,84.927257,0.000000,0.073193,3.005625,66.791677,-0.000000,3.141593
0.005000,84.911394,0.000000,0.089056,3.339584,66.791677,0.000000,3.141593
0.005000,84.893862,0.000000,0.106588,3.673542,66.791677,0.000000,3.141593
0.005000,84.874659,0.000000,0.125791,4.007501,66.791677,0.000000,3.141593
0.005000,84.853787,0.000000,0.146663,4.341459,66.791677,-0.000000,3.141593
0.005000,84.831244,0.000000,0.169206,4.675417,66.791677,0.000000,3.141593
0.005000,84.807032,0.000000,0.193418,5.009376,66.791677,-0.000000,3.141593
0.005000,84.781151,0.000000,0.219299,5.343334,66.791677,0.000000,3.141593
0.005000,84.753599,0.000000,0.246851,5.677293,66.791677,0.000000,3.141593
0.005000,84.724378,0.000000,0.276072,6.011251,66.791677,-0.000000,3.141593
0.005000,84.693487,0.000000,0.306963,6.345209,66.791677,0.000000,3.141593
0.005000,84.660926,0.000000,0.339524,6.679168,66.791677,-0.000000,3.141593
0.005000,84.626695,0.000000,0.373755,7.013126,66.791677,-0.000000,3.141593
0.005000,84.590794,0.000000,0.409656,7.347084,66.791677,0.000000,3.141593
0.005000,84.553224,0.000000,0.447226,7.681043,66.791677,-0.000000,3.141593
0.005000,84.513984,0.000000,0.486466,8.015001,66.791677,0.000000,3.141593
0.005000,84.473074,0.000000,0.527376,8.348960,66.791677,-0.000000,3.141593
0.005000,84.430494,0.000000,0.569956,8.682918,66.791677,-0.000000,3.141593
0.005000,84.386245,0.000000,0.614205,9.016876,66.791677,0.000000,3.141593
0.005000,84.340326,0.000000,0.660124,9.350835,66.791677,-0.000000,3.141593
0.005000,84.292737,0.000000,0.707713,9.684793,66.791677,0.000000,3.141593
0.005000,84.243478,0.000000,0.756972,10.018752,66.791677,-0.000000,3.141593
0.005000,84.192549,0.000000,0.807901,10.352710,66.791677,0.000000,3.141593
0.005000,84.139951,0.000000,0.860499,10.686668,66.791677,0.000000,3.141593
0.005000,84.085682,0.000000,0.914768,11.020627,66.791677,-0.000000,3.141593
0.005000,84.029744,0.000000,0.970706,11.354585,66.791677,0.000000,3.141593
0.005000,83.972136,0.000000,1.028314,11.688543,66.791677,-0.000000,3.141593
0.005000,83.912859,0.000000,1.087591,12.022502,66.791677,0.000000,3.141593
0.005000,83.851911,0.000000,1.148539,12.356460,66.791677,0.000000,3.141593
0.005000,83.789294,0.000000,1.211156,12.690419,66.791677,0.000000,3.141593
0.005000,83.725007,0.000000,1.275443,13.024377,66.791677,0.000000,3.141593
0.005000,83.659050,0.000000,1.341400,13.358335,66.791677,-0.000000,3.141593
0.005000,83.591424,0.000000,1.409026,13.692294,66.791677,0.000000,3.141593
0.005000,83.522128,0.000000,1.478322,14.026252,66.791677,0.000000,3.141593
0.005000,83.451161,0.000000,1.549289,14.360210,66.791677,0.000000,3.141593
0.005000,83.378525,0.000000,1.621925,14.694169,66.791677,-0.000000,3.141593
0.005000,83.304220,0.000000,1.696230,15.028127,66.791677,0.000000,3.141593
0.005000,83.228244,0.000000,1.772206,15.362086,66.791677,-0.000000,3.141593
0.005000,83.150599,0.000000,1.849851,15.696044,66.791677,0.000000,3.141593
0.005000,83.071284,0.000000,1.929166,16.030002,66.791677,0.000000,3.141593
0.005000,82.990299,0.000000,2.010151,16.363961,66.791677,-0.000000,3.141593
0.005000,82.907644,0.000000,2.092806,16.697919,66.791677,0.000000,3.141593
0.005000,82.823320,0.000000,2.177130,17.031878,66.791677,-0.000000,3.141593
0.005000,82.737325,0.000000,2.263125,17.365836,66.791677,0.000000,3.141593
0.005000,82.649661,0.000000,2.350789,17.699794,66.791677,0.000000,3.141593
0.005000,82.560327,0.000000,2.440123,18.033753,66.791677,-0.000000,3.141593
0.005000,82.469324,0.000000,2.531126,18.367711,66.791677,0.000000,3.141593
0.005000,82.376650,0.000000,2.623800,18.701669,66.791677,0.000000,3.141593
0.005000,82.282307,0.000000,2.718143,19.035628,66.791677,0.000000,3.141593
0.005000,82.186294,0.000000,2.814156,19.369586,66.791677,0.000000,3.141593
0.005000,82.088611,0.000000,2.911839,19.703545,66.791677,-0.000000,3.141593
0.005000,81.989259,0.000000,3.011191,20.037503,66.791677,-0.000000,3.141593
0.005000,81.888236,0.000000,3.112214,20.371461,66.791677,0.000000,3.141593
0.005000,81.785544,0.000000,3.214906,20.705420,66.791677,0.000000,3.141593
0.005000,81.681182,0.000000,3.319268,21.039378,66.791677,0.000000,3.141593
0.005000,81.575150,0.000000,3.425300,21.373337,66.791677,-0.000000,3.141593
0.005000,81.467449,0.000000,3.533001,21.707295,66.791677,0.000000,3.141593
0.005000,81.358077,0.000000,3.642373,22.041253,66.791677,0.000000,3.141593
0.005000,81.247036,0.000000,3.753414,22.375212,66.791677,-0.000000,3.141593
0.005000,81.134325,0.000000,3.866125,22.709170,66.791677,0.000000,3.141593
0.005000,81.019944,0.000000,3.980506,23.043128,66.791677,-0.000000,3.141593
0.005000,80.903894,0.000000,4.096556,23.377087,66.791677,-0.000000,3.141593
0.005000,80.786173,0.000000,4.214277,23.711045,66.791677,0.000000,3.141593
0.005000,80.666783,0.000000,4.333667,24.045004,66.791677,0.000000,3.141593
0.005000,80.545723,0.000000,4.454727,24.378962,66.791677,0.000000,3.141593
0.005000,80.422994,0.000000,4.577456,24.712920,66.791677,-0.000000,3.141593
0.005000,80.298594,0.000000,4.701856,25.046879,66.791677,0.000000,3.141593
0.005000,80.172525,0.000000,4.827925,25.380837,66.791677,-0.000000,3.141593
0.005000,80.044786,0.000000,4.955664,25.714796,66.791677,-0.000000,3.141593
0.005000,79.915377,0.000000,5.085073,26.048754,66.791677,0.000000,3.141593
0.005000,79.784298,0.000000,5.216152,26.382712,66.791677,-0.000000,3.141593
0.005000,79.651550,0.000000,5.348900,26.716671,66.791677,0.000000,3.141593
0.005000,79.517132,0.000000,5.483318,27.050629,66.791677,0.000000,3.141593
0.005000,79.381044,0.000000,5.619406,27.384587,66.791677,-0.000000,3.141593
0.005000,79.243286,0.000000,5.757164,27.718546,66.791677,0.000000,3.141593
0.005000,79.103858,0.000000,5.896592,28.052504,66.791677,-0.000000,3.141593
0.005000,78.962761,0.000000,6.037689,28.386463,66.791677,0.000000,3.141593
0.005000,78.819994,0.000000,6.180456,28.720421,66.791677,0.000000,3.141593
0.005000,78.675557,0.000000,6.324893,29.054379,66.791677,-0.000000,3.141593
0.005000,78.529450,0.000000,6.471000,29.388338,66.791677,0.000000,3.141593
0.005000,78.381673,0.000000,6.618777,29.722296,66.791677,-0.000000,3.141593
0.005000,78.232227,0.000000,6.768223,30.056255,66.791677,0.000000,3.141593
0.005000,78.081111,0.000000,6.919339,30.390213,66.791677,-0.000000,3.141593
0.005000,77.928325,0.000000,7.072125,30.724171,66.791677,-0.000000,3.141593
0.005000,77.773869,0.000000,7.226581,31.058130,66.791677,0.000000,3.141593
0.005000,77.617743,0.000000,7.382707,31.392088,66.791677,-0.000000,3.141593
0.005000,77.459948,0.000000,7.540502,31.726046,66.791677,0.000000,3.141593
0.005000,77.300483,0.000000,7.699967,32.060005,66.791677,0.000000,3.141593
0.005000,77.139348,0.000000,7.861102,32.393963,66.791677,-0.000000,3.141593
