dt,x,y,position,velocity,acceleration,jerk,heading
0.005000,121.000000,-59.000000,0.000048,0.019129,3.825867,765.173403,3.141620
0.005000,121.000000,-59.000000,0.000239,0.057388,7.651734,765.173403,3.141616
0.005000,121.000000,-59.000000,0.000670,0.114776,11.477601,765.173403,3.141606
0.005000,120.999805,-59.000000,0.001435,0.191293,15.303468,765.173403,3.141588
0.005000,120.998609,-59.000000,0.002630,0.286940,19.129335,765.173403,3.141561
0.005000,120.996888,-59.000000,0.004352,0.401716,22.955202,765.173403,3.141521
0.005000,120.994592,-59.000000,0.006647,0.516492,22.955202,0.000000,3.141468
0.005000,120.991723,-58.999999,0.009517,0.631268,22.955202,-0.000000,3.141402
0.005000,120.988280,-58.999998,0.012960,0.746044,22.955202,0.000000,3.141323
0.005000,120.984262,-58.999997,0.016977,0.860820,22.955202,0.000000,3.141230
0.005000,120.979671,-58.999995,0.021568,0.975596,22.955202,-0.000000,3.141124
0.005000,120.974507,-58.999993,0.026733,1.090372,22.955202,-0.000000,3.141005
0.005000,120.968768,-58.999989,0.032472,1.205148,22.955202,0.000000,3.140873
0.005000,120.962455,-58.999984,0.038785,1.319924,22.955202,0.000000,3.140727
0.005000,120.955568,-58.999977,0.045671,1.434700,22.955202,-0.000000,3.140569
0.005000,120.948108,-58.999969,0.053132,1.549476,22.955202,0.000000,3.140396
0.005000,120.940074,-58.999959,0.061166,1.664252,22.955202,-0.000000,3.140211
0.005000,120.931466,-58.999946,0.069774,1.779028,22.955202,0.000000,3.140012
0.005000,120.922283,-58.999930,0.078956,1.893804,22.955202,0.000000,3.139800
0.005000,120.912528,-58.999912,0.088712,2.008580,22.955202,0.000000,3.139575
0.005000,120.902198,-58.999890,0.099042,2.123356,22.955202,-0.000000,3.139336
0.005000,120.891294,-58.999864,0.109946,2.238132,22.955202,0.000000,3.139084
0.005000,120.879816,-58.999833,0.121423,2.352908,22.955202,-0.000000,3.138819
0.005000,120.867765,-58.999798,0.133475,2.467684,22.955202,0.000000,3.138540
0.005000,120.855140,-58.999758,0.146100,2.582460,22.955202,0.000000,3.138248
0.005000,120.841941,-58.999712,0.159300,2.697236,22.955202,-0.000000,3.137942
0.005000,120.828168,-58.999659,0.173073,2.812012,22.955202,0.000000,3.137623
0.005000,120.813821,-58.999600,0.187420,2.926788,22.955202,0.000000,3.137291
0.005000,120.798900,-58.999533,0.202341,3.041564,22.955202,-0.000000,3.136945
0.005000,120.783405,-58.999458,0.217835,3.156340,22.955202,0.000000,3.136586
0.005000,120.767337,-58.999375,0.233904,3.271116,22.955202,0.000000,3.136213
0.005000,120.750695,-58.999282,0.250546,3.385892,22.955202,-0.000000,3.135826
0.005000,120.733479,-58.999179,0.267763,3.500668,22.955202,0.000000,3.135426
0.005000,120.715689,-58.999066,0.285553,3.615444,22.955202,0.000000,3.135013
0.005000,120.697325,-58.998941,0.303917,3.730220,22.955202,0.000000,3.134585
0.005000,120.678387,-58.998804,0.322855,3.844996,22.955202,-0.000000,3.134144
0.005000,120.658876,-58.998655,0.342367,3.959772,22.955202,0.000000,3.133690
0.005000,120.638791,-58.998491,0.362453,4.074548,22.955202,-0.000000,3.133222
