dt,x,y,position,velocity,acceleration,jerk,heading
0.005000,22.000000,-7.000000,0.000082,0.032964,6.592707,1318.541352,6.283159
0.005000,22.000000,-7.000000,0.000412,0.098891,13.185414,1318.541352,6.283166
0.005000,22.000000,-7.000000,0.001154,0.197781,19.778120,1318.541352,6.283180
0.005000,22.001042,-7.000000,0.002472,0.329635,26.370827,1318.541352,0.000020
0.005000,22.003102,-7.000000,0.004532,0.494453,32.963534,1318.541352,0.000060
0.005000,22.005987,-7.000000,0.007417,0.659271,32.963534,-0.000000,0.000116
0.005000,22.009695,-6.999999,0.011125,0.824088,32.963534,0.000000,0.000188
0.005000,22.014228,-6.999998,0.015658,0.988906,32.963534,0.000000,0.000276
0.005000,22.019584,-6.999996,0.021014,1.153724,32.963534,0.000000,0.000379
0.005000,22.025765,-6.999994,0.027195,1.318541,32.963534,-0.000000,0.000499
0.005000,22.032770,-6.999990,0.034200,1.483359,32.963534,0.000000,0.000635
0.005000,22.040599,-6.999984,0.042029,1.648177,32.963534,-0.000000,0.000787
0.005000,22.049251,-6.999977,0.050681,1.812994,32.963534,0.000000,0.000954
0.005000,22.058728,-6.999967,0.060158,1.977812,32.963534,-0.000000,0.001138
0.005000,22.069030,-6.999954,0.070460,2.142630,32.963534,-0.000000,0.001338
0.005000,22.080155,-6.999938,0.081585,2.307447,32.963534,0.000000,0.001554
0.005000,22.092104,-6.999918,0.093534,2.472265,32.963534,-0.000000,0.001786
0.005000,22.104877,-6.999893,0.106307,2.637083,32.963534,0.000000,0.002034
0.005000,22.118475,-6.999864,0.119905,2.801900,32.963534,0.000000,0.002298
0.005000,22.132896,-6.999829,0.134326,2.966718,32.963534,-0.000000,0.002578
0.005000,22.148142,-6.999787,0.149572,3.131536,32.963534,0.000000,0.002874
0.005000,22.164211,-6.999739,0.165642,3.296353,32.963534,0.000000,0.003186
0.005000,22.181105,-6.999682,0.182536,3.461171,32.963534,0.000000,0.003515
0.005000,22.198823,-6.999617,0.200253,3.625989,32.963534,-0.000000,0.003860
0.005000,22.217365,-6.999542,0.218795,3.790806,32.963534,0.000000,0.004221
0.005000,22.236731,-6.999456,0.238162,3.955624,32.963534,0.000000,0.004598
