dt,x,y,position,velocity,acceleration,jerk,heading
0.005000,98.000000,-0.000000,0.000091,0.036436,7.287197,1457.439468,3.141592
0.005000,97.999961,-0.000000,0.000455,0.109308,14.574395,1457.439468,3.141593
0.005000,97.999141,-0.000000,0.001275,0.218616,21.861592,1457.439468,3.141593
0.005000,97.997683,-0.000000,0.002733,0.364360,29.148789,1457.439468,3.141594
0.005000,97.995406,-0.000000,0.005010,0.546540,36.435987,1457.439468,3.141595
0.005000,97.992127,-0.000000,0.008289,0.765156,43.723184,1457.439468,3.141597
0.005000,97.987664,-0.000000,0.012753,1.020208,51.010381,1457.439468,3.141600
0.005000,97.981834,-0.000000,0.018582,1.311696,58.297579,1457.439468,3.141603
0.005000,97.974455,-0.000000,0.025961,1.639619,65.584776,1457.439468,3.141607
0.005000,97.965346,-0.000000,0.035070,2.003979,72.871973,1457.439468,3.141613
0.005000,97.954325,-0.000001,0.046092,2.404775,80.159171,1457.439468,3.141619
0.005000,97.941208,-0.000001,0.059208,2.842007,87.446368,1457.439468,3.141627
0.005000,97.925813,-0.000002,0.074603,3.315675,94.733565,1457.439468,3.141636
0.005000,97.907960,-0.000002,0.092456,3.825779,102.020763,1457.439468,3.141647
0.005000,97.887465,-0.000004,0.112952,4.372318,109.307960,1457.439468,3.141660
0.005000,97.864146,-0.000005,0.136271,4.955294,116.595157,1457.439468,3.141674
0.005000,97.837912,-0.000008,0.162505,5.538270,116.595157,0.000000,3.141691
0.005000,97.808763,-0.000011,0.191653,6.121246,116.595157,0.000000,3.141710
0.005000,97.776699,-0.000015,0.223717,6.704222,116.595157,0.000000,3.141731
0.005000,97.741721,-0.000020,0.258696,7.287197,116.595157,0.000000,3.141754
0.005000,97.703827,-0.000027,0.296589,7.870173,116.595157,0.000000,3.141780
0.005000,97.663019,-0.000035,0.337397,8.453149,116.595157,0.000000,3.141808
0.005000,97.619296,-0.000045,0.381120,9.036125,116.595157,0.000000,3.141839
0.005000,97.572658,-0.000058,0.427758,9.619100,116.595157,0.000000,3.141873
0.005000,97.523105,-0.000072,0.477311,10.202076,116.595157,0.000000,3.141910
0.005000,97.470637,-0.000090,0.529779,10.785052,116.595157,0.000000,3.141950
0.005000,97.415254,-0.000111,0.585162,11.368028,116.595157,0.000000,3.141994
0.005000,97.356957,-0.000136,0.643460,11.951004,116.595157,0.000000,3.142041
0.005000,97.295744,-0.000165,0.704672,12.533979,116.595157,0.000000,3.142092
0.005000,97.231617,-0.000199,0.768799,13.116955,116.595157,0.000000,3.142146
0.005000,97.164575,-0.000238,0.835842,13.699931,116.595157,0.000000,3.142205
0.005000,97.094618,-0.000283,0.905799,14.282907,116.595157,0.000000,3.142268
0.005000,97.021746,-0.000334,0.978671,14.865883,116.595157,0.000000,3.142336
0.005000,96.945959,-0.000393,1.054457,15.448858,116.595157,0.000000,3.142409
0.005000,96.867257,-0.000461,1.133159,16.031834,116.595157,0.000000,3.142486
0.005000,96.785640,-0.000537,1.214776,16.614810,116.595157,0.000000,3.142569
0.005000,96.701109,-0.000623,1.299307,17.197786,116.595157,0.000000,3.142658
0.005000,96.613663,-0.000720,1.386754,17.780762,116.595157,0.000000,3.142752
0.005000,96.523302,-0.000830,1.477115,18.363737,116.595157,0.000000,3.142853
0.005000,96.430025,-0.000952,1.570391,18.946713,116.595157,0.000000,3.142960
0.005000,96.333835,-0.001089,1.666582,19.529689,116.595157,0.000000,3.143074
0.005000,96.234729,-0.001242,1.765688,20.112665,116.595157,0.000000,3.143195
0.005000,96.132708,-0.001412,1.867709,20.695640,116.595157,0.000000,3.143323
0.005000,96.027773,-0.001601,1.972644,21.278616,116.595157,0.000000,3.143459
0.005000,95.919922,-0.001810,2.080495,21.861592,116.595157,0.000000,3.143603
0.005000,95.809157,-0.002041,2.191260,22.444568,116.595157,0.000000,3.143756
0.005000,95.695477,-0.002296,2.304941,23.027544,116.595157,0.000000,3.143917
0.005000,95.578882,-0.002577,2.421536,23.610519,116.595157,0.000000,3.144088
0.005000,95.459373,-0.002886,2.541046,24.193495,116.595157,0.000000,3.144268
0.005000,95.336948,-0.003225,2.663471,24.776471,116.595157,0.000000,3.144458
0.005000,95.211609,-0.003596,2.788810,25.359447,116.595157,0.000000,3.144659
0.005000,95.083355,-0.004003,2.917065,25.942423,116.595157,0.000000,3.144870
0.005000,94.952186,-0.004448,3.048235,26.525398,116.595157,0.000000,3.145093
0.005000,94.818103,-0.004933,3.182319,27.108374,116.595157,0.000000,3.145327
0.005000,94.681104,-0.005461,3.319318,27.691350,116.595157,0.000000,3.145573
0.005000,94.541191,-0.006036,3.459233,28.274326,116.595157,0.000000,3.145832
0.005000,94.398364,-0.006661,3.602062,28.857301,116.595157,0.000000,3.146104
0.005000,94.252621,-0.007339,3.747806,29.440277,116.595157,0.000000,3.146389
0.005000,94.103964,-0.008074,3.896464,30.023253,116.595157,0.000000,3.146688
0.005000,93.952393,-0.008870,4.048038,30.606229,116.595157,0.000000,3.147002
0.005000,93.797907,-0.009731,4.202527,31.189205,116.595157,0.000000,3.147331
0.005000,93.640506,-0.010661,4.359930,31.772180,116.595157,0.000000,3.147675
0.005000,93.480191,-0.011665,4.520249,32.355156,116.595157,0.000000,3.148035
0.005000,93.316961,-0.012747,4.683482,32.938132,116.595157,-0.000000,3.148412
0.005000,93.150817,-0.013913,4.849630,33.521108,116.595157,0.000000,3.148805
0.005000,92.981759,-0.015167,5.018693,34.104084,116.595157,0.000000,3.149217
0.005000,92.809786,-0.016515,5.190671,34.687059,116.595157,-0.000000,3.149646
0.005000,92.634899,-0.017962,5.365563,35.270035,116.595157,-0.000000,3.150094
0.005000,92.457099,-0.019515,5.543371,35.853011,116.595157,0.000000,3.150562
0.005000,92.276384,-0.021180,5.724094,36.435987,116.595157,-0.000000,3.151049
0.005000,92.092755,-0.022963,5.907731,37.018962,116.595157,-0.000000,3.151558
0.005000,91.906212,-0.024871,6.094283,37.601938,116.595157,0.000000,3.152087
0.005000,91.716756,-0.026911,6.283750,38.184914,116.595157,0.000000,3.152638
0.005000,91.524387,-0.029091,6.476132,38.767890,116.595157,-0.000000,3.153211
0.005000,91.329104,-0.031418,6.671429,39.350866,116.595157,0.000000,3.153808
0.005000,91.130907,-0.033901,6.869641,39.933841,116.595157,0.000000,3.154428
0.005000,90.929798,-0.036547,7.070768,40.516817,116.595157,-0.000000,3.155073
0.005000,90.725776,-0.039365,7.274809,41.099793,116.595157,-0.000000,3.155742
0.005000,90.518842,-0.042365,7.481766,41.682769,116.595157,0.000000,3.156438
0.005000,90.308994,-0.045556,7.691637,42.265745,116.595157,0.000000,3.157160
0.005000,90.096235,-0.048948,7.904423,42.848720,116.595157,-0.000000,3.157909
0.005000,89.880564,-0.052550,8.120124,43.431696,116.595157,-0.000000,3.158686
0.005000,89.661982,-0.056375,8.338740,44.014672,116.595157,0.000000,3.159492
0.005000,89.440488,-0.060432,8.560271,44.597648,116.595157,-0.000000,3.160327
0.005000,89.216084,-0.064733,8.784716,45.180624,116.595157,-0.000000,3.161192
0.005000,88.988769,-0.069291,9.012077,45.763599,116.595157,0.000000,3.162088
0.005000,88.758544,-0.074116,9.242352,46.346575,116.595157,0.000000,3.163016
0.005000,88.525410,-0.079223,9.475543,46.929551,116.595157,-0.000000,3.163976
0.005000,88.289366,-0.084624,9.711648,47.512527,116.595157,0.000000,3.164970
0.005000,88.050414,-0.090334,9.950668,48.095502,116.595157,0.000000,3.165997
0.005000,87.808555,-0.096366,10.192603,48.678478,116.595157,-0.000000,3.167060
0.005000,87.563788,-0.102734,10.437453,49.261454,116.595157,-0.000000,3.168158
0.005000,87.316114,-0.109456,10.685217,49.844430,116.595157,0.000000,3.169293
0.005000,87.065535,-0.116545,10.935897,50.427406,116.595157,0.000000,3.170465
0.005000,86.812051,-0.124018,11.189492,51.010381,116.595157,-0.000000,3.171675
0.005000,86.555662,-0.131893,11.446001,51.593357,116.595157,-0.000000,3.172925
0.005000,86.296371,-0.140187,11.705425,52.176333,116.595157,0.000000,3.174215
0.005000,86.034177,-0.148917,11.967764,52.759309,116.595157,-0.000000,3.175545
0.005000,85.769082,-0.158103,12.233018,53.342285,116.595157,-0.000000,3.176918
0.005000,85.501087,-0.167763,12.501187,53.925260,116.595157,0.000000,3.178333
0.005000,85.230194,-0.177918,12.772271,54.508236,116.595157,0.000000,3.179792
0.005000,84.956403,-0.188587,13.046269,55.091212,116.595157,-0.000000,3.181296
0.005000,84.679716,-0.199792,13.323183,55.674188,116.595157,0.000000,3.182846
